"report"
"Iteration" "cd etc.."
("Iteration" "cd" "cl" "cmx" "cmy" "cmz" "cx" "cd-scale" "cl-scale" "cs-scale" "cd-scale-avg" "cl-scale-avg" "cs-scale-avg")
500 0.1547593148693061 0.0483408180198831 -0.007188702857903831 0.001237899209343794 0.0002126647727798625 0.004643735431147192 0.1568416888145802 0.04402602472034574 0.00391110564075095 0.1129077561236975 0.04439804367020216 0.002016012762547861
510 0.1546964720921118 0.04725666062429013 -0.007086739013200679 0.0009060693568036638 0.000271544700251488 0.004684809314263648 0.1566976613196367 0.04299655921450562 0.004618835079158231 0.1133117786973226 0.04412956238902137 0.002540747827463079
520 0.1551879539127568 0.04628877037461836 -0.006813644359329782 0.0007123895845485268 0.0002314701009524164 0.005108925470029582 0.1570992589919241 0.04234056733159799 0.005548070843646043 0.1136570234597905 0.04380286499838128 0.003057235273085828
530 0.1549475536806303 0.04661973007113748 -0.006521938167927713 0.0007268285400997953 0.0001221414393160542 0.0058112950808103 0.1567680454279223 0.04285386426682687 0.006353895271989739 0.1140066593857536 0.04360050905197773 0.003585339569841807
540 0.1546486092093169 0.0468454299235448 -0.006530438045690783 0.0007572373063057343 2.817946207410963e-05 0.005662446870567796 0.1564763802544358 0.04306808575966316 0.005878307642156349 0.1142545016454417 0.04353262522568621 0.004076391280271902
550 0.154978985599587 0.04660999168193217 -0.00687419163681592 0.0006191359305702472 3.175734493405749e-05 0.004355609669306435 0.1568711562961164 0.04276616909411133 0.004135127691731514 0.1143131270277209 0.04347185105428508 0.004352526992147255
560 0.1550826045119082 0.04674306273932118 -0.007269417427568064 0.0004288578942533406 2.545826488297426e-05 0.002550316932513595 0.1570075289224645 0.04286769084611436 0.002175848510509313 0.1141783876607615 0.04338477223658766 0.004342890852254815
570 0.1547069246928409 0.04661347456234303 -0.007623045991179939 0.0003172937536447454 4.465430244323843e-05 0.0008435029363827313 0.1566255428362626 0.04266363456518717 0.0005117345073032364 0.1138985765972477 0.04327038747644904 0.004098111774349543
580 0.1534339412908989 0.04609764560714586 -0.007492851087569457 0.0002105877847934952 0.0001047613225673966 -0.0001461514363276606 0.155335414787253 0.04201952167045422 -0.0004824614461329762 0.1135380914848678 0.04309810930372206 0.003758244957067309
590 0.151784326588886 0.04582871095778702 -0.00700744730220159 0.0001232277569554807 0.0001325770137112663 8.422485212655661e-05 0.1537365832554976 0.04163446228270874 -0.0002850557099678679 0.1130718399909746 0.04284331096758166 0.003399998496400063
600 0.1513731538505089 0.04537314838167725 -0.006685689055342879 6.918271476730788e-05 6.090232954943712e-05 0.0003985607889151603 0.1534363248769744 0.04109959356471488 -3.738230946958343e-06 0.112553707076003 0.04256148510778502 0.003021860478701692
610 0.1523730693594537 0.04511357291308792 -0.006692552118030639 0.0001156252560040197 5.667693684373509e-06 0.0005594651632384262 0.1545384858382474 0.04074074217954649 0.0002766874670999734 0.1120648127815771 0.04229595883146973 0.002610271449210563
620 0.1539172525976178 0.04593491990017805 -0.007008172401849549 0.0001287292381782191 4.434022958904854e-05 0.000818379635439431 0.156144193477616 0.04154952382879611 0.0006516110772255365 0.1116351097191809 0.04215256208873867 0.00214840384533049
630 0.1549809867208283 0.04704270351500636 -0.007209125872634632 0.0001277273101005019 3.479959954677338e-05 0.001163051404481064 0.1572066204270799 0.04279854605136884 0.0008244208628547024 0.1112445964467662 0.04211954148142404 0.001620993618780206
640 0.155515414239239 0.0476780563176773 -0.007157045722998545 0.0002001478600430031 -5.558924722063083e-05 0.00166582901987679 0.1576929899315768 0.04362533831697 0.0007696021282614656 0.1109318282192053 0.04214526733066805 0.001077608771567378
650 0.1558272925757527 0.0477295199778585 -0.007055154591491013 0.0002498339098195423 -6.865266945093027e-05 0.00245776101740872 0.1579466074436315 0.04377677723793064 0.0009080719134416718 0.1107193372944772 0.04223267492427397 0.0006605959892468679
660 0.1556694236809754 0.0476285586886054 -0.007010788474508895 0.0002440873932349957 -8.048447346594386e-05 0.002797574887995864 0.1577750249392573 0.04351376013860864 0.0009368744683267023 0.1106382225965628 0.04231967050277933 0.0004542613888579267
670 0.1553626540356488 0.04696378788092041 -0.006955588342707102 0.0001666286636847212 2.487152538995287e-06 0.00255685982455734 0.1574945082690352 0.04250623248489455 0.0006296520691990999 0.1106572299464921 0.042339057925436 0.0004065232695065683
680 0.1558057726904611 0.04610805291008445 -0.007022021394244632 -5.717386606877472e-05 0.0003076226683230289 0.002208430134635321 0.1579383794039516 0.04146345251675144 0.0004352038475059096 0.1108213249994445 0.04230170913156091 0.000472901007535444
690 0.1561428523623407 0.04521724266964983 -0.006924777257866333 -0.0003445745389806672 0.0006050270240670829 0.001319367337155841 0.1582616017677074 0.04066345056565086 0.0002768773304563146 0.1111414758015207 0.04222089247321877 0.0005491118838122094
700 0.1566546532211433 0.04545090358328284 -0.007041631957990389 -0.0006059062607601185 0.0007341485053023708 0.0002508721421173233 0.1587363858840028 0.04123250097738035 0.0001137793542050802 0.1115249635254002 0.0421689598506271 0.0005839842038856017
710 0.1560306094198009 0.04580173703986019 -0.006761957842511491 -0.0009671892573985468 0.0008769254622949457 -0.0006409205957235102 0.1580686242665683 0.04190503027849816 -0.0004173946392182032 0.1118261810944811 0.04225368155306289 0.0005530412440765896
720 0.154665787163903 0.04518460199042762 -0.006176003610119638 -0.001227112565480978 0.0009638626994581871 -0.00163571824900729 0.1566943742211246 0.04129648494029663 -0.001839809121875666 0.1118441383387773 0.04230731359674342 0.0003949244565961717
730 0.1539813484664869 0.04508050784754109 -0.006150789841428449 -0.001286563645330602 0.0009275079405170859 -0.002837521112537213 0.1561051571207143 0.04111224601493265 -0.003579781087297401 0.1115474825173088 0.0421937910220017 2.947460897350094e-05
740 0.1545781762899653 0.04481554076807828 -0.006418800414860383 -0.001263699290232731 0.0008652035539174531 -0.002856416245413356 0.1567849456832286 0.0408415901895687 -0.004020547399431747 0.1111418571049941 0.04196923299458515 -0.0004397318760204769
750 0.1549183214202136 0.04419699652706362 -0.006437414458551203 -0.001259710791025443 0.000766999324761673 -0.002351439499955803 0.1571395362835582 0.04026648053017403 -0.003785531016178336 0.1107443660294855 0.04163982431566914 -0.0009169900017469136
760 0.1550322741143891 0.04466685469638188 -0.006716723910183784 -0.001116328021885787 0.0007347578623376003 -0.001564285219606655 0.1572511119771596 0.0408061576331251 -0.002941019574242254 0.1103893066751219 0.04131938373930218 -0.001350757580866381
770 0.1552636705695087 0.04533720784923748 -0.007072586919713161 -0.0009524370789024123 0.0007913033294764033 -0.0003437517755445829 0.1574738907868726 0.04154094155775119 -0.001358084014248542 0.1101683428493503 0.04114382072071431 -0.001639968284024161
780 0.155756452703519 0.04566546304714859 -0.007357346823244187 -0.0009015282985942588 0.0008626113436886157 0.001515527348835672 0.1579310826864258 0.0419371025306734 0.0008185882581646134 0.11012273309322 0.04112592204970227 -0.001709616619369129
790 0.1557903686618055 0.04615387779245231 -0.007452906355880274 -0.0007422747233897457 0.0007764571119575962 0.00310800618481366 0.1579119325091471 0.04244078561440464 0.002681320088453133 0.1102176526551281 0.04125483958157475 -0.001554830585288917
800 0.1560581121809332 0.04607632345893445 -0.007425390134141098 -0.0006287969153634223 0.0006615291996166198 0.004136011229927562 0.1581922330491349 0.04235957889634254 0.003754194040164615 0.1104064244812704 0.04140886920148779 -0.00123800717278167
810 0.1562696920143317 0.046091060263722 -0.007558402798196406 -0.0005473484499865392 0.0006357691837781977 0.004017294559569132 0.1584392606970668 0.04249208664288488 0.003558826116560905 0.1106684038146923 0.04148019332772697 -0.0008539368997254469
820 0.1559711252796882 0.04598105282962861 -0.007659003957141718 -0.0004351819850044359 0.0006910080740541157 0.00306647414990755 0.1581066125514998 0.04251698709938879 0.002397672879597661 0.1110355690499025 0.04157128279556931 -0.0004368512338191446
830 0.1558789550099444 0.04589547008817755 -0.007897185270424364 -0.0006848568539210771 0.0007962015409845383 0.0008739865282371968 0.1579413998240676 0.04258452985481329 -2.574526940778441e-05 0.1114347686274069 0.04171380091685929 -4.343593840498628e-05
840 0.1558792701379546 0.04539889813874401 -0.008027224673673191 -0.0009798777446002166 0.0008447586081394147 -1.267477811592072e-05 0.1578729983148804 0.04221298318104961 -0.001041909493731097 0.1117611902431856 0.04185259253290478 0.0002706520088596489
850 0.155656231504132 0.04480594864206078 -0.008008233449721311 -0.001120474961988135 0.0007897290459159471 0.0007301110073211701 0.1576103468127771 0.04155923611160869 -0.0004295838502693221 0.1120367956549124 0.04198727147240637 0.0005880414387010262
860 0.1554666690063485 0.04501894357452854 -0.00817757014371495 -0.001180776118407373 0.0007856508113185877 0.001857599466642308 0.1574089432202263 0.0416066349595035 0.0006607844326100377 0.112303434664213 0.04209578625645471 0.000937974601504565
870 0.1551010296818991 0.04458977991111706 -0.008257927766528225 -0.001068058684737587 0.0007630348559088788 0.002880231082432193 0.1570621539556404 0.04091073353617454 0.001760420405314237 0.1125430367372134 0.04210328713905281 0.00128488726227444
880 0.1545102651676476 0.04355082061486959 -0.008157967199576205 -0.0009222031321396258 0.0006353962028450549 0.002586086047912084 0.1565320685656422 0.03959072843669015 0.001676932094221117 0.1126116319373743 0.04194569241302482 0.00148375038261055
890 0.1542657595173064 0.04316772557096349 -0.008171054251839628 -0.0009086486185035963 0.0004984823743892989 0.001827556275541897 0.156348872133913 0.03906008939847769 0.001150168939450154 0.1124673052002399 0.04164571153904678 0.001429221407147161
900 0.1532640772041004 0.04295326901982464 -0.007873186219916034 -0.0009687072593721433 0.0005009226008041633 0.002232589059371206 0.1554063585079861 0.03883063067605094 0.0015882904988285 0.1121738126880488 0.04129461448710302 0.001224280770672303
910 0.1519764105836264 0.04310985472796423 -0.007750880934515788 -0.001063510405535262 0.0005717033547719006 0.0025323878500863 0.1541817665785089 0.03905278386378509 0.001837790140535916 0.1117781352277509 0.04094650060448304 0.001031907998239869
920 0.1518957334549567 0.04314963674514644 -0.008035448538848541 -0.001034577459813143 0.0005679860602702306 0.001861007148302544 0.1541652817305728 0.03914662139276876 0.001262590131904696 0.1113805991337695 0.04060555894204253 0.0008897743502663661
930 0.1519358724650498 0.04315732840449485 -0.008354557832363886 -0.001368755253853362 0.0007193312868865946 0.0006810269875729085 0.1542568995391479 0.03912771298412639 0.000379713651240725 0.1110835540884876 0.04026340501641232 0.000847978476493173
940 0.1519628161986708 0.04352433053000451 -0.008585135116343536 -0.00170514453998001 0.0008047986268877124 0.001215458751710577 0.1543215429681732 0.03937852981389171 0.001082136763624691 0.1109362690653123 0.03994510327890387 0.0009974655101319943
950 0.1513468904708002 0.04309485976623791 -0.008054133547022729 -0.002072607449844859 0.0009164905262644885 0.001546175104402264 0.1537325801283166 0.03880138304739743 0.001467838206535937 0.1108271616760749 0.03967932654493127 0.001208692469347639
960 0.1506597913369843 0.04278966833917768 -0.007467491762871297 -0.002008064676265969 0.0009244816565292757 0.001184658727777359 0.1530076850274061 0.03845432830551618 0.001271144131788109 0.11061554434651 0.03937658683083867 0.001335516769891011
970 0.151021709839434 0.04277503025625656 -0.007269154647527884 -0.001876831289283639 0.0009323189249495128 0.0003294896287971827 0.1533076095057879 0.03851550559734677 0.0006959882375634013 0.1102974987855412 0.03909536812797778 0.001297470527020299
980 0.1512352834986835 0.04220227078741191 -0.007173257655778857 -0.001790466190752298 0.0009585428181704391 -0.000428255932367752 0.1534940438287287 0.03799289270629418 0.0001201935807849017 0.1099619182785885 0.03890270224882333 0.001155382196304186
990 0.1517203828207462 0.04212273827383694 -0.007376686310846864 -0.001907610602364083 0.00100905059965715 -0.001195548673708929 0.1539761395523568 0.03791428968408426 -0.0006979614603728993 0.1096530164521111 0.03876704333370475 0.0009881066764127532
1000 0.1522573656310748 0.0424220859960606 -0.007588836399689829 -0.001920048755175737 0.0008440745219957552 -0.001308446556272655 0.1544917641411669 0.03821025332910299 -0.001038822168623699 0.1093736399748565 0.03868178641821757 0.0007597949005536675
1010 0.1523813387629629 0.04286967317087244 -0.00769029637147562 -0.001722316851583002 0.000622433886896121 -0.0004279555868924802 0.1545709171825252 0.03872994977648936 -0.0003579512364883474 0.1091879649520189 0.03863820808967853 0.0005079370127899992
1020 0.1523529477655248 0.04334929309051975 -0.007726526246325 -0.001494490833639706 0.0004654542157344974 0.0006534651393139394 0.1544934136601596 0.03934420638127014 0.0005681556155911624 0.1091123341731803 0.03863337271486533 0.0003608023658231814
1030 0.1529442043030369 0.04376536603312035 -0.007873234026687296 -0.0013251089882422 0.0003934580364348718 0.001536073296221389 0.1550570326636343 0.03988692499078124 0.001221369554733147 0.1091749569200134 0.03868445444738246 0.000390458081871731
1040 0.1531105117372557 0.04385779321818182 -0.007946418604807569 -0.001281206856382302 0.0005086489403059578 0.00248278376197799 0.1552312057864047 0.04002407676829819 0.001881247278903733 0.1092966049768251 0.03876419628918742 0.0004757556041188549
1050 0.1531302243486614 0.04325284781343995 -0.007952995569921292 -0.00141110427495289 0.0007617102166128627 0.002948326584844185 0.15530313508871 0.03937698027051943 0.002108874739017902 0.1094307880330161 0.03881825256346402 0.0005509065142974731
1060 0.1536492131880866 0.04250157095033449 -0.007931443452730809 -0.001720283969553613 0.0009150082773668508 0.002217321019714565 0.1558864104989586 0.03852326895104172 0.001266494350654872 0.1096208224540114 0.03885349858262513 0.0005795849441614825
1070 0.1540595221339964 0.04224526458987847 -0.007759134296927336 -0.001880319846475083 0.0008959029378290573 0.001501241824988833 0.1563388827370377 0.03813062236052895 0.0006277103700577597 0.1098262720115812 0.03882904479779063 0.0005699351464062664
1080 0.1544323946281484 0.04255536520280846 -0.00760715096546205 -0.001781723272954668 0.0008961505072888089 0.001409387320144328 0.1567491955703365 0.03833602750431368 0.000737239404525197 0.1100670137069621 0.03882421551762563 0.0005997552891241499
1090 0.154920220409453 0.0427994617549877 -0.007487424256060016 -0.001754087199358248 0.0007912019240833292 0.0004929914452439935 0.157267137466965 0.03853278981995599 2.241177279858266e-05 0.1103529807343658 0.03888329584261329 0.0006644796435811196
1100 0.1539326904349141 0.04225933290867966 -0.006762195747944876 -0.001401067901979854 0.0005677925528681611 0.0008910628597700431 0.1562757576917107 0.03796626096369163 0.0006519843300717611 0.1106208492718795 0.03890761608179232 0.0007897295561181499
1110 0.1527368867205159 0.04164614635523228 -0.006029064594017711 -0.001027756171340014 0.0002807818864827026 0.001200985428372714 0.1550679114095545 0.03737771912125901 0.001129266790696236 0.1108135960120189 0.03881743691491515 0.0009612953748888753
1120 0.1519631081294147 0.04168230673399741 -0.005753863975038787 -0.0006841369551976163 6.224950035429704e-05 0.001626958507265931 0.1542571210952709 0.03744632497659021 0.001480090340890002 0.1108966985307888 0.0386490470619758 0.001072882311125083
1130 0.1525813173913387 0.04176152268301951 -0.006028942696938816 -0.0004084606115169786 -9.696001698885532e-05 0.00215906758175972 0.1548391886131284 0.03751432626054069 0.001738709957371326 0.110926262803169 0.03843348315080099 0.001145308131923273
1140 0.1535916595321731 0.04220710143419428 -0.006625333137299208 -0.0002117543254260541 -0.0001469246093351555 0.002528784864077253 0.1558283454346032 0.03797544252263163 0.001646031366627594 0.1109490083536605 0.03820189420207949 0.001158633315194746
1150 0.1542599876188433 0.0423380853385012 -0.006981062092329924 -0.0002269126714602151 -8.726329348876138e-05 0.002686647448526584 0.1564901598917109 0.03815863134230899 0.001330361008465014 0.1109768802437195 0.03804406902522963 0.001097468671574976
1160 0.1545278581404031 0.04231808989896382 -0.00696625085689859 -0.0004622671338584964 -7.778554161302354e-06 0.002718201444323946 0.1567481618549615 0.03819655940903304 0.001170968232186189 0.1110137303341982 0.0379716670605558 0.00104805214823489
1170 0.1547969213726972 0.04242412602424854 -0.006971383718741205 -0.0006078748808361018 7.196539251952649e-05 0.003016547117396014 0.1569960022798506 0.03834948303822491 0.001556558649033565 0.1111043137675714 0.03797463327963603 0.001098814595204536
1180 0.1545299977312608 0.04181477524664856 -0.006707876445152328 -0.0006151774104432305 0.0001627397774505364 0.003080487421424064 0.1567436850189356 0.03782302438034619 0.001832879725096701 0.1112034903699788 0.0379680263052842 0.001203974366193152
1190 0.1543061617483633 0.04104807447021978 -0.006456205827263116 -0.0005794693471086772 0.0002076248919779473 0.002745833055544104 0.1565588378830932 0.03713058174579508 0.00170206655233888 0.111272558424649 0.03786129910733267 0.001349697268243846
